Row(tx_hash='bd90ef79e19c183c232ea993333d92746a9d11b08d56b04a0c32a7872e711650', time=1380816697, pubkey='{1Fj8QatpHtV3FuqxhUEeYK8kmGcSN3EN3n}', values=9.999799728393555)
Row(tx_hash='b8d6053861579f9bbc58538ff1e70d608ee0939de79b010aa338a5392192327d', time=1381315206, pubkey='{149w62rY42aZBox8fGcmqNsXUzSStKeq8C}', values=7.19950008392334)
Row(tx_hash='16c4fce0a941f60e19d11d33d8965c257f6be80e4019a4771c861005ca97999b', time=1383677234, pubkey='{1FPbuf6qGM4UvmyVLwZ42eXmXqTZTChWje}', values=7.118082046508789)
Row(tx_hash='952e3c170681367429555c180288a53c572907af70efa1dcb01c1e5f9a6ab846', time=1379512857, pubkey='{12mPaFLrUsqr18eh5LxJ2vjda4Tj79YNzB}', values=7.064688682556152)
Row(tx_hash='e99bbe28c5243624d4c78b9f22a7355ed3f8500437c2b1e6cfc6b6c3c3dabda2', time=1382634557, pubkey='{1BAhkiEGZuToy5HdyFSTUMAwFwfLkX2M1w}', values=7.055484771728516)
Row(tx_hash='a79af281767c7ce2a1f2326c5c44b263117d86b31b62b2817940061501de56f7', time=1387443615, pubkey='{14bh9uqKzgqV6yqTqHbU2bdbpY3a8pktzR}', values=7.029900074005127)
Row(tx_hash='0d9d9622166af8baf4ec54a5141fa25a5a6894a666ce9b95e3506ef438c786c7', time=1417812254, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=7.02499964972958e-05)
Row(tx_hash='613cecb57b42fbf121c34ffbd8b521de2104014b3cdc7208768e527c1a57d0f1', time=1385260128, pubkey='{1GbvmuaQTbPiLYhFxjowiRPy4BR6UeEKhS}', values=7.0)
Row(tx_hash='9fcc6c4cc3563e1cd8bf6443be68e73a04f720560504517101d7130047c37296', time=1380879661, pubkey='{1HRFyimD3gw1cZeujv16qbDdkVZzvWUHJ7}', values=7.0)
Row(tx_hash='68c552c5af135c6813fc9e503c43b3a0bf139c3c970cf15c57215b818c820394', time=1377311159, pubkey='{1HRFyimD3gw1cZeujv16qbDdkVZzvWUHJ7}', values=7.0)
Row(tx_hash='854c73fd33b6fcba87840b644e64fa31db7c7f3836eb12c3a4ba63673102f756', time=1380883242, pubkey='{1HRFyimD3gw1cZeujv16qbDdkVZzvWUHJ7}', values=7.0)
Row(tx_hash='f8a57a63b5934e1482e5a9d94b1f7b68ff89876bbf1481ddeb7da18e008b49f1', time=1385994897, pubkey='{1At6BoXND9Bd2v58nG8ghXntNfvKA8YfXp}', values=7.0)
Row(tx_hash='87408743f8770913be3ef0512eb0e3ac77cd22c23a313a64753e78254ec4a056', time=1382092539, pubkey='{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc}', values=7.0)
Row(tx_hash='66c6ea48008fdde3b82d2d7b47d7fa92249fdad2805cbabeac258a89dc1044a0', time=1382362353, pubkey='{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc}', values=68.36000061035156)
Row(tx_hash='cc732452cc4995d6a3efe096a3a74523ac2d8ee13aa0e3e67a6013efb37afb33', time=1318963962, pubkey='{1JqrSXoWKcjpSr1bfzu7Gbyiyho3CYVKGu}', values=62.0)
Row(tx_hash='7474baad13335f3e20e3114938a702ae92f20583a73e981b32a82612f9b7b11d', time=1374426407, pubkey='{1BAhkiEGZuToy5HdyFSTUMAwFwfLkX2M1w}', values=60.73942184448242)
Row(tx_hash='0fb203423dae98af71b067bacc5375e7a81c7f59665fe5784df552714bcdb9cc', time=1382953943, pubkey='{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc}', values=60.0)
Row(tx_hash='6d04f0c5b0e497b2effc542d01c51aa41c7cb15838d1b9d2244bdf528c208646', time=1396983556, pubkey='{149w62rY42aZBox8fGcmqNsXUzSStKeq8C}', values=6.999000072479248)
Row(tx_hash='050630de41474cc47185e9b99f135b1e4fee9860fde33486bfeee09f2ccf566b', time=1409828673, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=6.951900005340576)
Row(tx_hash='7776cf63befd4701a537c9c766460cf8dbf991312177430f4e7cab93f033d2c7', time=1382634557, pubkey='{1BAhkiEGZuToy5HdyFSTUMAwFwfLkX2M1w}', values=6.93133020401001)
Row(tx_hash='f4105e6c0cff8c341667b2834e6897ba1aa597a9fd513cc9d7747fe3963dcd80', time=1412434648, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=6.901000022888184)
Row(tx_hash='9c488bbc3e535bccbb99d5eb083286f368a7c4e59996a2d8dbf22235aefb4ff6', time=1384006620, pubkey='{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc}', values=6.880000114440918)
Row(tx_hash='ef6ac1d88e068e563a6225d9af2d4c2a2c0d001102001d63cc0c7de615b08825', time=1384817207, pubkey='{1C4dn8d9cRkbFKWHQGwXWG9kzGGViMZ2yw}', values=6.879684925079346)
Row(tx_hash='8254d579824217835952e3373753226d28cb4822f0ac3c7d75b9d5dbd41d846e', time=1384009228, pubkey='{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc}', values=6.860000133514404)
Row(tx_hash='9a37ac372f6960a160f8a52c11a01f2865a99c0042560d720b4f261dc545160a', time=1414164048, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=6.817800045013428)
Row(tx_hash='5b985e449cbe072b84935222d9c56f529586e866a72e892a8c2bc4c4578161e8', time=1382453150, pubkey='{1BAhkiEGZuToy5HdyFSTUMAwFwfLkX2M1w}', values=6.765999794006348)
Row(tx_hash='69b2be7d468c263051ff502d061c4e6f20b7dd6167f908bfd08460732c6cc6b6', time=1398878928, pubkey='{149w62rY42aZBox8fGcmqNsXUzSStKeq8C}', values=6.639999866485596)
Row(tx_hash='e2dc65fd8dfa6a38da21476aed8ac74618393bb44f829f7474f3148076cc3730', time=1377742284, pubkey='{1HZHtdkkrCgTpXzNah1s825SedX1zFj7C8}', values=6.612349033355713)
Row(tx_hash='6de36d3e93f813904c73e4fb27b3b119580852ccc105058b7b65ce26bf49f044', time=1385513667, pubkey='{1KAeAQ3tWeQ3B7sQak9dWed4nj76HVaari}', values=6.5878753662109375)
Row(tx_hash='35e64a9f1fec45956d6932886693486a3c2d1edae9a30bc6bbf5efadad6716e8', time=1397889059, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=6.575260162353516)
Row(tx_hash='813e4b3ec475d89be809c0caf3e623dca9e57fd157bc73b9df7f3da1216c9f33', time=1386239254, pubkey='{1D8M8Y99QNdeoDJPEXZRbAHrm2BCvkYXB8}', values=6.380000114440918)
Row(tx_hash='65ca81cf229b32d85d0d56623ae633a2c07f327ed52efca8f957cf5f60166ced', time=1384802961, pubkey='{1LMRafbNmzG9H5g3GaAWjhX7wSnCXGNHMs}', values=6.370049953460693)
Row(tx_hash='4b250245f4fd5010f5c69bae899794047a1393984c2aac1e03a15f93b6db8038', time=1386017493, pubkey='{1Fj8QatpHtV3FuqxhUEeYK8kmGcSN3EN3n}', values=6.239468574523926)
Row(tx_hash='17f0219eeb427ae1d645daec940406fa3a9673fd34b5975650a821b29e3655d6', time=1383133707, pubkey='{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc}', values=6.238999843597412)
Row(tx_hash='b9426c1b29226edc7c63f74def440379be19b64edc7e46472c7e57b50df59915', time=1383137940, pubkey='{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc}', values=6.238999843597412)
Row(tx_hash='4f31302d71ec34e9590abb66ad40f9a7673b79c2602bdd6d50f16b4e9fdfe7a5', time=1409783379, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=6.232490062713623)
Row(tx_hash='95d3727d0d8c04d62d003eaf4f9702cb15424e7bacfdd6b66df59d30049db11b', time=1381999491, pubkey='{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc}', values=6.21999979019165)
Row(tx_hash='535110e19a3e0bd293a3619e615936f44cb54b0a991c156140be50c034af8a9f', time=1398078737, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=6.174012660980225)
Row(tx_hash='439f81128511936ff2c7aa7b3d33baf13d196f3ecce717eaed71cc17f06cb3c2', time=1393154782, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=6.143000064184889e-05)
Row(tx_hash='ffb107bd4660ca04d6746b48b15a985feb3da644edfa4f794f5541fe7a8b52f2', time=1405596212, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=6.0)
Row(tx_hash='53e546cc2ca2219bebec18b34c3b95aa461fddb6505b3bfa915975478d65cffc', time=1416928167, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=6.0)
Row(tx_hash='481ce1ae836c861160387a9c5bad541a653bb4ebd18ff199121cec77b9472f11', time=1377111258, pubkey='{1HRFyimD3gw1cZeujv16qbDdkVZzvWUHJ7}', values=6.0)
Row(tx_hash='a776cc02954a987d607297557ac1d4527787f3c8ea87001680a1d150f28ecebf', time=1378927218, pubkey='{1HRFyimD3gw1cZeujv16qbDdkVZzvWUHJ7}', values=6.0)
Row(tx_hash='4c551f1f8523499e76f54b5e366125de6b9fa40522b1ff18649dabf02c6042bf', time=1380616717, pubkey='{149w62rY42aZBox8fGcmqNsXUzSStKeq8C}', values=6.0)
Row(tx_hash='79d55c0e5fa32e61d26619a9b946933e9ddac4e6e93ebc1d497f30d64007b01f', time=1319018720, pubkey='{1JqrSXoWKcjpSr1bfzu7Gbyiyho3CYVKGu}', values=59.0)
Row(tx_hash='1ac88daf235da1e0fb10f9e9245461a5b0d0c2e3298f57b902bb6c83ad914452', time=1384155759, pubkey='{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc}', values=59.0)
Row(tx_hash='834e9f13b9b1d78ac66d032c1973471d4a3388d9706d6289d3ed051f6f6f46ba', time=1393599285, pubkey='{1MS4zNjpMKqNmPC3Mq1gAp2tYNQB3bbrmP}', values=53.98076248168945)
Row(tx_hash='1b9b12cbb0d04863caf1c9c29e387e5bfff8c49263281e020ad7990da93f7ed2', time=1383731382, pubkey='{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc}', values=500.0)
Row(tx_hash='56d3337adb3ebe55cca9fe288289c4ab143d98d20f54cba9643e783d5d5c887c', time=1384001363, pubkey='{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc}', values=500.0)
Row(tx_hash='0c64449ffb616ad12c2b6b9a1a76fdb92c0801b3cb880a4d14dc629db8d32c39', time=1387929789, pubkey='{1MS4zNjpMKqNmPC3Mq1gAp2tYNQB3bbrmP}', values=50.0)
Row(tx_hash='635f98a6b547455b00e56508afd9dd27239ef6a48375bd2105cf0a7d3beb4810', time=1391633680, pubkey='{1MS4zNjpMKqNmPC3Mq1gAp2tYNQB3bbrmP}', values=50.0)
Row(tx_hash='f699a7719f501d8a6105f49a5b313847b1d272879a7c48dbf5cd595de8585247', time=1381081348, pubkey='{149w62rY42aZBox8fGcmqNsXUzSStKeq8C}', values=5.999499797821045)
Row(tx_hash='c9b34c0444e9733f367fcaa360e333540b14f78654e33607358f96327638836c', time=1411902815, pubkey='{149w62rY42aZBox8fGcmqNsXUzSStKeq8C}', values=5.999000072479248)
Row(tx_hash='32e947cface70f5befb531c68ea48ab91d9686fafc6ddc385564b8d9ac9204a5', time=1387248156, pubkey='{14bh9uqKzgqV6yqTqHbU2bdbpY3a8pktzR}', values=5.979899883270264)
Row(tx_hash='1f87a580e10305871058e62d10deefd38e7501616ca736ac2c48635c8e084315', time=1381141897, pubkey='{12dGtJF5dM4QPZfYwZk7nsY8ABRZo4LBJh}', values=5.960000038146973)
Row(tx_hash='bfbd25f058ee6da338b1820ede00fd9d75eee40812c5728f18ea8e0b56ea400c', time=1410546200, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=5.9517998695373535)
Row(tx_hash='18aa4fef68a1f56cdab56de4b89fe08f04569694b5983073cfd91c6867cfacaa', time=1388629559, pubkey='{17d3wUL8m2gmi3CAYB77n381vK6z213M5u}', values=5.9208269119262695)
Row(tx_hash='41bbdadf78b34d01e2f9fb38dfa8874ca060234531acf1bc5affd3f9ebb75534', time=1320573436, pubkey='{16sd6wwNke2AXMKgmjJ3yMXivmEog8xAfq}', values=5.920000076293945)
Row(tx_hash='d61c723dbc3ceda63bd0bde1c45dad98601831bbe549226c8723fe3260beb633', time=1417916946, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=5.904194355010986)
Row(tx_hash='4b633aff775ce5a7fe6fab79d13d62abea76b2a79cf0d3e58de8b161264d8940', time=1384711754, pubkey='{1LMRafbNmzG9H5g3GaAWjhX7wSnCXGNHMs}', values=5.882349967956543)
Row(tx_hash='897b7daf18e8d4382db4f00908d3fc899a157533c2917b9f5ce9883d254408a1', time=1405694159, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=5.849899768829346)
Row(tx_hash='47d664f4f41ab7ef4c382d14803b0126e939d9793dcc14a9a81fe5f686a45261', time=1405950516, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=5.749800205230713)
Row(tx_hash='ad204defd4f143d5bf2e2d4ecff22c0c62bcb32a57c55f5b4752397c7c492d22', time=1382400413, pubkey='{1BAhkiEGZuToy5HdyFSTUMAwFwfLkX2M1w}', values=5.7179999351501465)
Row(tx_hash='21a04917c320d6e80e0f6f85d1c3d5ab15403c3b738884719ca2cdc3f79286d8', time=1414162534, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=5.714000225067139)
Row(tx_hash='3bcd455138e543eac99315c9a8a30d7c33d32e9461809d4aeda5d2fa0f8accc7', time=1382308529, pubkey='{1LxiKcy5SH5RtPCqkEVeotw2JX5r5VLYYG}', values=5.699999809265137)
Row(tx_hash='0aecd7374970d56806d5517cb99a8487f5fb1036b2f5793db4abcd136f0b2343', time=1397107553, pubkey='{149w62rY42aZBox8fGcmqNsXUzSStKeq8C}', values=5.698999881744385)
Row(tx_hash='557221d55052fa1e6ba56fef7604524d5d5aa7f1c4dfc71c24bd09410ac39dcb', time=1417168664, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=5.695000072591938e-05)
Row(tx_hash='b1a927f80d0ea8a0b471bae6c70733b459c5c5bdaa94c4825a9924879fec2599', time=1391660767, pubkey='{17d3wUL8m2gmi3CAYB77n381vK6z213M5u}', values=5.550000190734863)
Row(tx_hash='1a3d01af4a63208b4ba8c1166706d2406334ea8439e7f585b5454149fcae9c49', time=1399017078, pubkey='{149w62rY42aZBox8fGcmqNsXUzSStKeq8C}', values=5.539999961853027)
Row(tx_hash='f7a1d8a91363680d7e803c6015bffdb640e1a34ab796485801c25c85ac84300c', time=1376863551, pubkey='{1DAQ2wmgcmFoDTFJ3jUmmzQczYRmeWkeLZ}', values=5.531488418579102)
Row(tx_hash='7ec604f919dee2d428f2fdc5f007b45bcc5e5290688630dff2ba2b31e358e219', time=1397200644, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=5.53000020980835)
Row(tx_hash='472927c5c7b1a50a998b49a97285021d94944380213529aff22aa8aa1219d443', time=1384160548, pubkey='{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc}', values=5.53000020980835)
Row(tx_hash='a147c3087a859b11a8bd3757ab685a80b65ab6bda9a1a37dc258638fb66da163', time=1392345690, pubkey='{19h9GRcx1ABHPEzVpmWqqA9TTgug6JNcBc}', values=5.390900135040283)
Row(tx_hash='7557bd4f5374912ceaed24da90b0a614217d614c150a89b71454fa1e00b60545', time=1399015926, pubkey='{1AjZPMsnmpdK2Rv9KQNfMurTXinscVro9V}', values=5.340000152587891)
Row(tx_hash='75ca26c6759c60e534f0cc2044db202e29b4bd71294930d6446524d9d56328c3', time=1378151527, pubkey='{1Hpb5KmRWwseh33e5Jd3Pn7ULSsDix19N2}', values=5.279872894287109)
Row(tx_hash='3e573606f335dca5b9134e019bb61a51f2262c10de3ca2090595c057441b7eff', time=1407908866, pubkey='{149w62rY42aZBox8fGcmqNsXUzSStKeq8C}', values=5.199999809265137)
Row(tx_hash='5d87e179ec7fdea2458ce43ee7989e56f28d8d42333d24d76a68baf214508fe9', time=1382686191, pubkey='{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc}', values=5.170000076293945)
Row(tx_hash='c394daea9e68b1f6de4969072f631952c902a7e5f611c3998ceb665fb504c712', time=1381837885, pubkey='{1AEoiHY23fbBn8QiJ5y6oAjrhRY1Fb85uc}', values=5.15425968170166)
Row(tx_hash='11fb1e7879a8b1cbe0f8676845de37e730b9723f6ac418d0d2db9d299dc2b2e4', time=1385789813, pubkey='{1J6D7xqYBUj49atDRPVBCA3L22NL6pviZJ}', values=5.127999782562256)
Row(tx_hash='03bc4e7e954f3e959bf90bfe9e2a670149e6711717b36747530cb5d51ad6be2e', time=1388429184, pubkey='{19bJ2pXT8cEPDS1FCYatYX5QohnV7Rnvyv}', values=5.082512855529785)
